1	1
2	2
3	3
4	4
5	5
6	12
7	7
8	8
9	9
10	10
11	11
12	18
13	14
14	15
15	16
16	13
17	17
18	24
19	20
20	21
21	22
22	19
23	23
24	6
25	25
26	26
27	27
28	28
29	29
30	36
31	31
32	32
33	33
34	34
35	35
36	42
37	38
38	39
39	40
40	37
41	41
42	48
43	43
44	44
45	45
46	46
47	47
48	30
