1	7
2	12
3	3
4	4
5	5
6	10
7	13
8	8
9	9
10	17
11	11
12	16
13	19
14	14
15	15
16	23
17	20
18	18
19	1
20	6
21	21
22	22
23	2
24	24
25	31
26	26
27	27
28	28
29	29
30	34
31	37
32	32
33	33
34	41
35	35
36	36
37	43
38	38
39	39
40	40
41	44
42	42
43	25
44	30
45	45
46	46
47	47
48	48
