1	1
2	20
3	17
4	4
5	5
6	6
7	12
8	2
9	9
10	10
11	7
12	21
13	18
14	8
15	15
16	16
17	13
18	3
19	19
20	14
21	11
22	22
23	23
24	24
25	25
26	44
27	27
28	28
29	29
30	30
31	36
32	26
33	33
34	34
35	31
36	45
37	37
38	32
39	39
40	40
41	41
42	42
43	43
44	38
45	35
46	46
47	47
48	48
