1	1
2	2
3	9
4	24
5	22
6	6
7	7
8	5
9	15
10	10
11	4
12	12
13	13
14	11
15	21
16	16
17	17
18	8
19	19
20	20
21	3
22	18
23	23
24	14
25	25
26	26
27	33
28	28
29	46
30	30
31	31
32	29
33	39
34	34
35	35
36	36
37	37
38	38
39	45
40	40
41	41
42	32
43	43
44	44
45	27
46	42
47	47
48	48
