1	1
2	2
3	3
4	4
5	5
6	24
7	7
8	8
9	9
10	10
11	11
12	6
13	16
14	13
15	14
16	15
17	17
18	12
19	22
20	19
21	20
22	21
23	23
24	18
25	25
26	26
27	27
28	28
29	29
30	48
31	31
32	32
33	33
34	34
35	35
36	30
37	40
38	37
39	38
40	39
41	41
42	36
43	43
44	44
45	45
46	46
47	47
48	42
