1	4
2	1
3	2
4	3
5	11
6	6
7	10
8	7
9	8
10	9
11	17
12	12
13	13
14	14
15	15
16	16
17	23
18	18
19	19
20	20
21	21
22	22
23	5
24	24
25	28
26	25
27	26
28	27
29	35
30	30
31	31
32	32
33	33
34	34
35	41
36	36
37	37
38	38
39	39
40	40
41	47
42	42
43	43
44	44
45	45
46	46
47	29
48	48
