1	6
2	20
3	17
4	10
5	1
6	15
7	12
8	2
9	23
10	16
11	7
12	21
13	18
14	8
15	5
16	22
17	13
18	3
19	24
20	14
21	11
22	4
23	19
24	9
25	30
26	44
27	41
28	34
29	25
30	39
31	36
32	26
33	47
34	40
35	31
36	45
37	42
38	32
39	29
40	46
41	37
42	27
43	48
44	38
45	35
46	28
47	43
48	33
